post_id,title,published_at,author_id,channelTitle,category,collected_at,hashtags,views,likes,dislikes,comments,thumbnail_link,comments_disabled,ratings_disabled,caption,platform,dataset_source,is_synthetic
vid_0003,Test Video 3,2022-12-29 00:00:00+00:00,chan_3,Channel 3,24,2023-01-06 00:00:00+00:00,test|video|trend,15140,757,0,75,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0003,Test Video 3,2022-12-29 00:00:00+00:00,chan_3,Channel 3,5,2023-01-07 00:00:00+00:00,test|video|trend,16767,838,0,83,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0004,Test Video 4,2022-12-23 00:00:00+00:00,chan_4,Channel 4,22,2022-12-23 00:00:00+00:00,test|video|trend,9630,481,0,48,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0004,Test Video 4,2022-12-23 00:00:00+00:00,chan_4,Channel 4,6,2022-12-24 00:00:00+00:00,test|video|trend,11695,584,0,58,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0004,Test Video 4,2022-12-23 00:00:00+00:00,chan_4,Channel 4,20,2022-12-25 00:00:00+00:00,test|video|trend,14203,710,0,71,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0004,Test Video 4,2022-12-23 00:00:00+00:00,chan_4,Channel 4,22,2022-12-26 00:00:00+00:00,test|video|trend,17250,862,0,86,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0004,Test Video 4,2022-12-23 00:00:00+00:00,chan_4,Channel 4,10,2022-12-27 00:00:00+00:00,test|video|trend,20950,1047,0,104,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0004,Test Video 4,2022-12-23 00:00:00+00:00,chan_4,Channel 4,9,2022-12-28 00:00:00+00:00,test|video|trend,25443,1272,0,127,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0004,Test Video 4,2022-12-23 00:00:00+00:00,chan_4,Channel 4,21,2022-12-29 00:00:00+00:00,test|video|trend,30901,1545,0,154,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0004,Test Video 4,2022-12-23 00:00:00+00:00,chan_4,Channel 4,23,2022-12-30 00:00:00+00:00,test|video|trend,37528,1876,0,187,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0004,Test Video 4,2022-12-23 00:00:00+00:00,chan_4,Channel 4,1,2022-12-31 00:00:00+00:00,test|video|trend,45578,2278,0,227,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0004,Test Video 4,2022-12-23 00:00:00+00:00,chan_4,Channel 4,24,2023-01-01 00:00:00+00:00,test|video|trend,55353,2767,0,276,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0005,Test Video 5,2022-12-29 00:00:00+00:00,chan_5,Channel 5,13,2022-12-29 00:00:00+00:00,test|video|trend,26206,1310,0,131,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0005,Test Video 5,2022-12-29 00:00:00+00:00,chan_5,Channel 5,13,2022-12-30 00:00:00+00:00,test|video|trend,33257,1662,0,166,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0005,Test Video 5,2022-12-29 00:00:00+00:00,chan_5,Channel 5,22,2022-12-31 00:00:00+00:00,test|video|trend,42205,2110,0,211,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0005,Test Video 5,2022-12-29 00:00:00+00:00,chan_5,Channel 5,8,2023-01-01 00:00:00+00:00,test|video|trend,53561,2678,0,267,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0005,Test Video 5,2022-12-29 00:00:00+00:00,chan_5,Channel 5,2,2023-01-02 00:00:00+00:00,test|video|trend,67973,3398,0,339,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0005,Test Video 5,2022-12-29 00:00:00+00:00,chan_5,Channel 5,2,2023-01-03 00:00:00+00:00,test|video|trend,86263,4313,0,431,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0005,Test Video 5,2022-12-29 00:00:00+00:00,chan_5,Channel 5,11,2023-01-04 00:00:00+00:00,test|video|trend,109473,5473,0,547,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0005,Test Video 5,2022-12-29 00:00:00+00:00,chan_5,Channel 5,26,2023-01-05 00:00:00+00:00,test|video|trend,138929,6946,0,694,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0005,Test Video 5,2022-12-29 00:00:00+00:00,chan_5,Channel 5,3,2023-01-06 00:00:00+00:00,test|video|trend,176311,8815,0,881,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0005,Test Video 5,2022-12-29 00:00:00+00:00,chan_5,Channel 5,18,2023-01-07 00:00:00+00:00,test|video|trend,223750,11187,0,1118,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0006,Test Video 6,2022-12-30 00:00:00+00:00,chan_6,Channel 6,26,2022-12-30 00:00:00+00:00,test|video|trend,29406,1470,0,147,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0006,Test Video 6,2022-12-30 00:00:00+00:00,chan_6,Channel 6,1,2022-12-31 00:00:00+00:00,test|video|trend,33086,1654,0,165,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0006,Test Video 6,2022-12-30 00:00:00+00:00,chan_6,Channel 6,27,2023-01-01 00:00:00+00:00,test|video|trend,37227,1861,0,186,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0006,Test Video 6,2022-12-30 00:00:00+00:00,chan_6,Channel 6,3,2023-01-02 00:00:00+00:00,test|video|trend,41886,2094,0,209,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0006,Test Video 6,2022-12-30 00:00:00+00:00,chan_6,Channel 6,8,2023-01-03 00:00:00+00:00,test|video|trend,47128,2356,0,235,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0006,Test Video 6,2022-12-30 00:00:00+00:00,chan_6,Channel 6,27,2023-01-04 00:00:00+00:00,test|video|trend,53026,2651,0,265,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0006,Test Video 6,2022-12-30 00:00:00+00:00,chan_6,Channel 6,1,2023-01-05 00:00:00+00:00,test|video|trend,59663,2983,0,298,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0006,Test Video 6,2022-12-30 00:00:00+00:00,chan_6,Channel 6,2,2023-01-06 00:00:00+00:00,test|video|trend,67130,3356,0,335,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0006,Test Video 6,2022-12-30 00:00:00+00:00,chan_6,Channel 6,21,2023-01-07 00:00:00+00:00,test|video|trend,75532,3776,0,377,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0006,Test Video 6,2022-12-30 00:00:00+00:00,chan_6,Channel 6,5,2023-01-08 00:00:00+00:00,test|video|trend,84985,4249,0,424,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0007,Test Video 7,2022-12-31 00:00:00+00:00,chan_7,Channel 7,4,2022-12-31 00:00:00+00:00,test|video|trend,26707,1335,0,133,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0007,Test Video 7,2022-12-31 00:00:00+00:00,chan_7,Channel 7,15,2023-01-01 00:00:00+00:00,test|video|trend,35033,1751,0,175,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0007,Test Video 7,2022-12-31 00:00:00+00:00,chan_7,Channel 7,17,2023-01-02 00:00:00+00:00,test|video|trend,45956,2297,0,229,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0007,Test Video 7,2022-12-31 00:00:00+00:00,chan_7,Channel 7,20,2023-01-03 00:00:00+00:00,test|video|trend,60284,3014,0,301,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0007,Test Video 7,2022-12-31 00:00:00+00:00,chan_7,Channel 7,12,2023-01-04 00:00:00+00:00,test|video|trend,79079,3953,0,395,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0007,Test Video 7,2022-12-31 00:00:00+00:00,chan_7,Channel 7,28,2023-01-05 00:00:00+00:00,test|video|trend,103734,5186,0,518,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0007,Test Video 7,2022-12-31 00:00:00+00:00,chan_7,Channel 7,24,2023-01-06 00:00:00+00:00,test|video|trend,136075,6803,0,680,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0007,Test Video 7,2022-12-31 00:00:00+00:00,chan_7,Channel 7,11,2023-01-07 00:00:00+00:00,test|video|trend,178500,8925,0,892,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0007,Test Video 7,2022-12-31 00:00:00+00:00,chan_7,Channel 7,7,2023-01-08 00:00:00+00:00,test|video|trend,234152,11707,0,1170,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0007,Test Video 7,2022-12-31 00:00:00+00:00,chan_7,Channel 7,29,2023-01-09 00:00:00+00:00,test|video|trend,307155,15357,0,1535,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0008,Test Video 8,2022-12-27 00:00:00+00:00,chan_8,Channel 8,13,2022-12-27 00:00:00+00:00,test|video|trend,8079,403,0,40,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0008,Test Video 8,2022-12-27 00:00:00+00:00,chan_8,Channel 8,5,2022-12-28 00:00:00+00:00,test|video|trend,10319,515,0,51,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0008,Test Video 8,2022-12-27 00:00:00+00:00,chan_8,Channel 8,19,2022-12-29 00:00:00+00:00,test|video|trend,13180,659,0,65,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0008,Test Video 8,2022-12-27 00:00:00+00:00,chan_8,Channel 8,23,2022-12-30 00:00:00+00:00,test|video|trend,16835,841,0,84,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0008,Test Video 8,2022-12-27 00:00:00+00:00,chan_8,Channel 8,26,2022-12-31 00:00:00+00:00,test|video|trend,21503,1075,0,107,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0008,Test Video 8,2022-12-27 00:00:00+00:00,chan_8,Channel 8,18,2023-01-01 00:00:00+00:00,test|video|trend,27465,1373,0,137,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0008,Test Video 8,2022-12-27 00:00:00+00:00,chan_8,Channel 8,18,2023-01-02 00:00:00+00:00,test|video|trend,35081,1754,0,175,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0008,Test Video 8,2022-12-27 00:00:00+00:00,chan_8,Channel 8,8,2023-01-03 00:00:00+00:00,test|video|trend,44808,2240,0,224,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0008,Test Video 8,2022-12-27 00:00:00+00:00,chan_8,Channel 8,8,2023-01-04 00:00:00+00:00,test|video|trend,57233,2861,0,286,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0008,Test Video 8,2022-12-27 00:00:00+00:00,chan_8,Channel 8,3,2023-01-05 00:00:00+00:00,test|video|trend,73103,3655,0,365,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0009,Test Video 9,2022-12-31 00:00:00+00:00,chan_9,Channel 9,5,2022-12-31 00:00:00+00:00,test|video|trend,46999,2349,0,234,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0009,Test Video 9,2022-12-31 00:00:00+00:00,chan_9,Channel 9,29,2023-01-01 00:00:00+00:00,test|video|trend,59848,2992,0,299,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0009,Test Video 9,2022-12-31 00:00:00+00:00,chan_9,Channel 9,24,2023-01-02 00:00:00+00:00,test|video|trend,76210,3810,0,381,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0009,Test Video 9,2022-12-31 00:00:00+00:00,chan_9,Channel 9,1,2023-01-03 00:00:00+00:00,test|video|trend,97046,4852,0,485,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0009,Test Video 9,2022-12-31 00:00:00+00:00,chan_9,Channel 9,9,2023-01-04 00:00:00+00:00,test|video|trend,123577,6178,0,617,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0009,Test Video 9,2022-12-31 00:00:00+00:00,chan_9,Channel 9,24,2023-01-05 00:00:00+00:00,test|video|trend,157363,7868,0,786,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0009,Test Video 9,2022-12-31 00:00:00+00:00,chan_9,Channel 9,2,2023-01-06 00:00:00+00:00,test|video|trend,200385,10019,0,1001,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0009,Test Video 9,2022-12-31 00:00:00+00:00,chan_9,Channel 9,13,2023-01-07 00:00:00+00:00,test|video|trend,255170,12758,0,1275,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0009,Test Video 9,2022-12-31 00:00:00+00:00,chan_9,Channel 9,28,2023-01-08 00:00:00+00:00,test|video|trend,324932,16246,0,1624,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0009,Test Video 9,2022-12-31 00:00:00+00:00,chan_9,Channel 9,16,2023-01-09 00:00:00+00:00,test|video|trend,413767,20688,0,2068,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0010,Test Video 10,2022-12-26 00:00:00+00:00,chan_0,Channel 0,17,2022-12-26 00:00:00+00:00,test|video|trend,28985,1449,0,144,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0010,Test Video 10,2022-12-26 00:00:00+00:00,chan_0,Channel 0,11,2022-12-27 00:00:00+00:00,test|video|trend,36444,1822,0,182,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0010,Test Video 10,2022-12-26 00:00:00+00:00,chan_0,Channel 0,6,2022-12-28 00:00:00+00:00,test|video|trend,45822,2291,0,229,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0010,Test Video 10,2022-12-26 00:00:00+00:00,chan_0,Channel 0,18,2022-12-29 00:00:00+00:00,test|video|trend,57614,2880,0,288,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0010,Test Video 10,2022-12-26 00:00:00+00:00,chan_0,Channel 0,24,2022-12-30 00:00:00+00:00,test|video|trend,72441,3622,0,362,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0010,Test Video 10,2022-12-26 00:00:00+00:00,chan_0,Channel 0,7,2022-12-31 00:00:00+00:00,test|video|trend,91083,4554,0,455,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0010,Test Video 10,2022-12-26 00:00:00+00:00,chan_0,Channel 0,4,2023-01-01 00:00:00+00:00,test|video|trend,114522,5726,0,572,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0010,Test Video 10,2022-12-26 00:00:00+00:00,chan_0,Channel 0,4,2023-01-02 00:00:00+00:00,test|video|trend,143993,7199,0,719,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0010,Test Video 10,2022-12-26 00:00:00+00:00,chan_0,Channel 0,27,2023-01-03 00:00:00+00:00,test|video|trend,181049,9052,0,905,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0010,Test Video 10,2022-12-26 00:00:00+00:00,chan_0,Channel 0,10,2023-01-04 00:00:00+00:00,test|video|trend,227640,11382,0,1138,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0011,Test Video 11,2022-12-26 00:00:00+00:00,chan_1,Channel 1,19,2022-12-26 00:00:00+00:00,test|video|trend,24925,1246,0,124,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0011,Test Video 11,2022-12-26 00:00:00+00:00,chan_1,Channel 1,29,2022-12-27 00:00:00+00:00,test|video|trend,34706,1735,0,173,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0011,Test Video 11,2022-12-26 00:00:00+00:00,chan_1,Channel 1,19,2022-12-28 00:00:00+00:00,test|video|trend,48326,2416,0,241,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0011,Test Video 11,2022-12-26 00:00:00+00:00,chan_1,Channel 1,27,2022-12-29 00:00:00+00:00,test|video|trend,67291,3364,0,336,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0011,Test Video 11,2022-12-26 00:00:00+00:00,chan_1,Channel 1,10,2022-12-30 00:00:00+00:00,test|video|trend,93699,4684,0,468,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0011,Test Video 11,2022-12-26 00:00:00+00:00,chan_1,Channel 1,22,2022-12-31 00:00:00+00:00,test|video|trend,130470,6523,0,652,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0011,Test Video 11,2022-12-26 00:00:00+00:00,chan_1,Channel 1,2,2023-01-01 00:00:00+00:00,test|video|trend,181672,9083,0,908,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0011,Test Video 11,2022-12-26 00:00:00+00:00,chan_1,Channel 1,13,2023-01-02 00:00:00+00:00,test|video|trend,252967,12648,0,1264,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0011,Test Video 11,2022-12-26 00:00:00+00:00,chan_1,Channel 1,14,2023-01-03 00:00:00+00:00,test|video|trend,352241,17612,0,1761,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0011,Test Video 11,2022-12-26 00:00:00+00:00,chan_1,Channel 1,3,2023-01-04 00:00:00+00:00,test|video|trend,490474,24523,0,2452,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0012,Test Video 12,2022-12-28 00:00:00+00:00,chan_2,Channel 2,19,2022-12-28 00:00:00+00:00,test|video|trend,22122,1106,0,110,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0012,Test Video 12,2022-12-28 00:00:00+00:00,chan_2,Channel 2,27,2022-12-29 00:00:00+00:00,test|video|trend,30985,1549,0,154,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0012,Test Video 12,2022-12-28 00:00:00+00:00,chan_2,Channel 2,6,2022-12-30 00:00:00+00:00,test|video|trend,43399,2169,0,216,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0012,Test Video 12,2022-12-28 00:00:00+00:00,chan_2,Channel 2,7,2022-12-31 00:00:00+00:00,test|video|trend,60787,3039,0,303,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0012,Test Video 12,2022-12-28 00:00:00+00:00,chan_2,Channel 2,10,2023-01-01 00:00:00+00:00,test|video|trend,85141,4257,0,425,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0012,Test Video 12,2022-12-28 00:00:00+00:00,chan_2,Channel 2,2,2023-01-02 00:00:00+00:00,test|video|trend,119253,5962,0,596,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0012,Test Video 12,2022-12-28 00:00:00+00:00,chan_2,Channel 2,22,2023-01-03 00:00:00+00:00,test|video|trend,167031,8351,0,835,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
vid_0012,Test Video 12,2022-12-28 00:00:00+00:00,chan_2,Channel 2,26,2023-01-04 00:00:00+00:00,test|video|trend,233952,11697,0,1169,http://example.com/thumb.jpg,False,False,Test description,youtube,youtube_trending_kaggle,False
